Date,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Chinese renmimbi,Turkish lira,Russian ruble,Producer index,Consumer index
5/5/2014,1281.3,923.2,130834.8,759.6,1404.6,1124.7,8002.1,2689.5,45807.6,499.1,686
5/6/2014,1306.3,937.5,132656.2,768.7,1422.8,1140.9,8132.3,2733.8,46257.5,506.8,697.8
5/7/2014,1296,930.9,131822.6,763.9,1413,1134.7,8079.7,2701.1,45234.3,500.8,691.5
5/8/2014,1287,928.4,130765.6,759.2,1398.4,1130.1,8015.4,2664.9,45093.3,495.6,685
5/9/2014,1291.3,938.7,131333,766.8,1408,1144.2,8041.9,2687,45577.9,498.9,688.5
5/12/2014,1298.8,944.2,132621.8,769.8,1415.3,1153,8101,2703.7,45592.6,501.1,692.1
5/13/2014,1296.5,945.9,132534.7,770,1413.8,1153.6,8076,2682.5,45141.7,498.3,689.1
5/14/2014,1305.3,952,132881,778,1423.4,1161.5,8130.3,2706.9,45306.9,501.4,694.3
5/15/2014,1299,947,131945.9,773.4,1413.1,1155.9,8093.6,2720.4,45116.9,500,690.2
5/16/2014,1291.5,942.4,131035.6,767.4,1405.3,1151.2,8050.4,2705.8,44877.4,496.6,685.9
5/19/2014,1302,949,131723.3,773.7,1413.4,1160.8,8121.1,2727.7,44943.1,499.9,688.9
5/20/2014,1295.5,945.9,131292.4,768.9,1411.8,1155.6,8081.9,2736.3,44752.7,499.3,688.7
5/21/2014,1287.3,942,130649.4,762.7,1407.4,1151.5,8024.3,2706.6,44314.5,495.7,683.3
5/22/2014,1298.5,950.8,132012,770.1,1416,1161.3,8096.2,2701.2,44535.3,498.4,685.6
5/23/2014,1291.5,947.4,131507,766.9,1405.1,1156.9,8054.4,2688.7,44102.3,494.6,681.4
5/26/2014,1291.5,946.1,131571.6,766.7,1401.9,1154.8,8057.9,2691.2,44140.9,495.5,683.6
5/27/2014,1275.5,936.9,130190.3,759.1,1386.5,1145,7970.1,2679.5,43883.6,491.5,678.3
5/28/2014,1263.5,929.2,128567.4,756.3,1372.6,1134.8,7904,2656.3,43702.2,488.5,671.6
5/29/2014,1255,921.7,127439,750.8,1360.2,1124.9,7831.1,2621.1,43510.3,483.7,666
5/30/2014,1250.5,916.4,127232.1,745.5,1357.9,1117.9,7812.3,2618.8,43587.1,484.8,664.6
6/2/2014,1247.3,916.6,127437.8,744.3,1358.8,1119.4,7791.9,2622.5,43505.3,484.9,663.8
6/3/2014,1242.8,912.4,127294.9,742.4,1355.7,1114.6,7772.3,2633,43553.1,484.9,664.4
6/4/2014,1245.3,914.2,127812.5,743.3,1363,1115.4,7783.3,2642.1,43693,486.4,665.9
6/5/2014,1252.5,919.9,128349.9,745.9,1372.1,1121.1,7834.1,2636.1,43500.8,487.4,667.9
6/6/2014,1247.5,914.7,127943.6,743.1,1363.7,1114.9,7797.1,2594.1,42943.6,481.8,661.8
6/9/2014,1253.5,922.2,128552.7,746.4,1367,1124.9,7822.3,2614.1,43062.4,484.7,665.5
6/10/2014,1259.5,929.8,128979.1,751.4,1374.9,1132.9,7840.4,2621.3,43168.6,487.7,668.7
6/11/2014,1262,932.5,128616.7,751.7,1372.1,1135,7859.6,2658.3,43418.7,489.5,672.8
6/12/2014,1265.8,934,128872.3,751.5,1373.5,1137.3,7871.1,2668.8,43459.5,489.2,674.8
6/13/2014,1273,941,129966.9,750.6,1383.7,1146,7906.2,2703.5,43792.5,493.3,682.3
6/16/2014,1276.3,940.5,130030.7,751.4,1384.8,1145.2,7944.7,2734.4,44220.2,495.4,687.8
6/17/2014,1267.5,935.8,129500.5,747,1376.3,1140.6,7892.6,2725.6,44161.3,494.3,684.3
6/18/2014,1269.8,935.6,129685.9,749.7,1380.7,1139.5,7912.3,2718.7,43834,492.7,685.7
6/19/2014,1293,948.5,131640.3,758.2,1400.5,1153,8054.9,2754.5,44412.9,499.7,695.7
6/20/2014,1312.5,966.8,134078.4,771.2,1413.9,1176.9,8171.6,2818.1,45238.3,508.5,708.3
6/23/2014,1313.5,966.3,133832.5,772.3,1410.2,1175.6,8178.6,2807.7,44900.4,506.3,707.9
6/24/2014,1318.5,969.7,134678.2,776.9,1416.1,1180.5,8216.2,2811.3,44416.3,506,709.6
6/25/2014,1316.8,965.8,134058.3,775.4,1412.3,1174.7,8209.2,2806.7,44385.3,505.7,708.9
6/26/2014,1311.8,965.3,133214.8,771.4,1405.6,1173.5,8165.8,2791.9,44152.8,504.5,705.8
6/27/2014,1317.5,965.9,133561.6,774.3,1407,1173.7,8192.4,2800,44446.6,506.4,707.9
6/30/2014,1315,960.5,133216.1,769.1,1400.7,1166.1,8159.6,2788.2,44778.9,506.4,706
7/1/2014,1327.5,970.4,134774.4,774.6,1414.9,1177.8,8232.6,2826.7,45574.7,512.5,713.5
7/2/2014,1326.5,971.5,134984.6,772.6,1414.8,1179.3,8238.4,2825.1,45532.4,513.3,711.2
7/3/2014,1317.5,968,134641.9,768.5,1402.7,1176.8,8185.5,2806.1,45139.9,510.3,707.2
7/4/2014,1319.3,970.8,134662.4,769.4,1402.6,1180.3,8185,2814.2,45490.7,511.7,708.4
7/7/2014,1313,965.7,133722.5,766.7,1400.6,1173.8,8145.9,2797.7,45224.3,509.4,705.8
7/8/2014,1323,971.8,134350.6,772.9,1411.4,1180.8,8205.5,2810.7,45339.9,511.4,709.4
7/9/2014,1322.8,969.7,134503.8,771.8,1408.5,1178.7,8200.9,2803.5,44923.4,509.8,708.4
7/10/2014,1340.3,985.4,135753.9,783.3,1429.4,1196.4,8313.3,2846.8,45581.9,517.2,719.4
7/11/2014,1335,981.7,135242.2,780.6,1430.9,1191.8,8281.9,2829.9,45589.2,515.9,716.5
7/14/2014,1306,958.4,132657,764.2,1401,1164.3,8104.9,2764.5,44819.5,504.7,700.9
7/15/2014,1310,965.4,133213.9,764.2,1409.1,1173,8132.5,2783.3,45043.7,507.2,704.1
7/16/2014,1301,961.2,132272.7,759,1399.7,1168.3,8072.3,2755.9,44781.1,503.2,698.7
7/17/2014,1302.5,963.5,132268.9,762,1401.4,1170.4,8081.4,2765.5,45498.9,505.3,699.9
7/18/2014,1307.3,967.7,132548.6,766,1404.1,1175.7,8115.4,2775.4,45899.5,507.7,703.4
7/21/2014,1311.5,970,132887.7,768.6,1409.7,1178.1,8143,2782.9,46163.5,509.5,705.5
7/22/2014,1310.3,972.9,132990.4,768.1,1408.5,1182.1,8128.4,2760.6,45824.1,507.1,703
7/23/2014,1308,971.5,132801.2,767.5,1404.9,1180.3,8107.4,2735.4,45567.1,504.5,699.2
7/24/2014,1292.8,959.8,131582.5,761.7,1389.3,1166.5,8008.5,2702.4,45300.2,499.1,690.9
7/25/2014,1294.8,963.9,131831.4,762.8,1396.4,1171.2,8016.4,2706.6,45424.6,500,692.1
7/28/2014,1304.5,970.7,132772,767.3,1409.1,1179.1,8070,2740.4,46341.4,506.1,698.4
7/29/2014,1299.3,968.8,132705.4,766.7,1408.3,1178.2,8031.3,2740.1,46348.8,505,696.5
7/30/2014,1294.5,967.6,133081.1,765.8,1412.1,1177.7,7989.3,2769.4,46094.2,504.6,697
7/31/2014,1285.3,960.6,132168.7,761.3,1399.2,1168.7,7936,2757.1,45866.3,502,694.7
8/1/2014,1291.3,961.5,132320.8,766.8,1407.3,1168.9,7979.7,2747.8,46157.7,503.5,698.6
8/4/2014,1290.5,961.7,132218.2,766.4,1409.2,1169.7,7973.4,2752.8,46252.8,504.2,698.4
8/5/2014,1284.8,961,132117.3,761.5,1407.4,1169.3,7927.9,2754.2,46137,502.8,695.6
8/6/2014,1306.5,978.2,133739.9,776.1,1428.3,1188.3,8052.4,2821.7,47243,511.9,712
8/7/2014,1305.3,977.6,133363.9,775,1425,1187,8042.8,2824.2,47373.9,512,711
8/8/2014,1309.8,976.4,133391.5,779.7,1437.8,1184.9,8063.7,2826.1,47496.4,513.1,712.6
8/11/2014,1307.3,976.5,133489.8,778.6,1430.9,1184.7,8044.3,2813,47055.8,510.6,710.1
8/12/2014,1315.8,985,134449.9,783,1439.4,1195.3,8102.8,2841.5,47536.8,514,715.4
8/13/2014,1312,980.5,134309.4,785.9,1432.6,1189.7,8074.6,2826.2,47311,511.3,713.3
8/14/2014,1313.5,981.7,134548.4,787.2,1432.6,1188.9,8082.1,2827.8,47307.3,511.4,711.9
8/15/2014,1296,968.4,132652.1,776.8,1414,1171.7,7966.5,2819.4,46881.8,506,704.8
8/18/2014,1296.8,970.4,132988.2,775.4,1411.5,1175.1,7966.8,2810.3,46805.5,505.9,704.3
8/19/2014,1296.5,973.4,133312.6,780.2,1415.5,1178.4,7962.8,2806.1,46910.6,506,703.4
8/20/2014,1295,974.6,133799.4,778,1417.7,1180.1,7953,2817.4,46950.2,506.9,703.5
8/21/2014,1275.3,959.9,132351.8,768.4,1395.4,1162.4,7844.6,2767.4,46030.8,498.3,692.6
8/22/2014,1277.3,965.3,132955.3,770.8,1399.3,1168.4,7858.8,2782.7,46170.1,499.9,694
8/25/2014,1277.3,967.7,132776.5,770.2,1401.1,1168.4,7861.5,2779.9,46186.6,499.8,693.9
8/26/2014,1286,974,133782.6,775.8,1409.3,1177.2,7911.9,2782.5,46420.4,502.7,697
8/27/2014,1282.8,971.6,133309.8,773.5,1397.4,1172.7,7880.2,2764,46426.8,501,694
8/28/2014,1292,980.6,134051.5,779.2,1402.9,1182.2,7938.8,2792.2,47509.1,506.6,700.8
8/29/2014,1285.8,976.1,133570.1,774.2,1394.7,1177.6,7898.6,2774.6,47690.7,505.1,697
9/1/2014,1286.5,979.3,134111.2,774.3,1397.9,1182.4,7902.7,2779,47930.2,506.6,696.9
9/2/2014,1267,965.5,133199.7,767.6,1384.4,1165.3,7790.5,2753.2,47418.4,500.7,688.5
9/3/2014,1265.5,963.3,132788.9,769.2,1377.9,1163,7771.6,2731.8,46605.2,497,685.2
9/4/2014,1271.5,980.6,133653.7,775.4,1378.5,1182.9,7805.2,2744.7,47018.8,499.5,688.7
9/5/2014,1266,977,132784.4,775.7,1378,1178.1,7774.8,2733.4,46880.9,497.9,685.6
9/8/2014,1259,972.3,132679.7,779,1373.8,1172.8,7731.8,2725.9,46631,496.2,681.9
9/9/2014,1255.8,972.4,133392,779.7,1381.6,1173.3,7706.5,2754.6,46537.8,497.6,684.4
9/10/2014,1251,968.5,133456.7,774.8,1371.8,1172.9,7668.5,2745.3,46707.3,497.3,683.4
9/11/2014,1241.3,959.2,132596.5,764.6,1367.1,1160.3,7608.9,2729.3,46566.1,494.7,678.3
9/12/2014,1231.5,951.9,132220,758.8,1363.6,1151.6,7554.8,2724.1,46636.9,493,673.8
9/15/2014,1234.3,953.9,132354.8,760.3,1365.6,1154.7,7580.8,2733.2,47402.8,495.9,677.3
9/16/2014,1232.3,952.1,132078.7,759.8,1358.7,1151.2,7573.7,2728.5,47723.2,495.8,676.2
9/17/2014,1236,953.7,132851.4,757.1,1353.6,1155.2,7589.2,2732.5,47450.3,495.8,677
9/18/2014,1220.5,944.5,132595.1,744.7,1335.4,1139.9,7494.6,2717.3,46868.5,491.2,670.1
9/19/2014,1219.8,949.9,132934.4,747.8,1334.7,1146.6,7489.9,2726.8,46934.9,492,670.7
9/22/2014,1213.5,946.4,132265.4,743.2,1336.3,1142.6,7451.4,2725.1,46922.7,491.5,668.2
9/23/2014,1222,950,133033,746.9,1349.8,1146.6,7500.4,2736.4,47156.7,494.5,672.8
9/24/2014,1217.3,951.1,132430.7,744.6,1349.6,1148.6,7467.3,2723.2,46498.3,491.2,669.9
9/25/2014,1213.8,952.2,131952.8,743.4,1345.8,1149.2,7447.9,2742.8,46695.7,491.9,672.3
9/26/2014,1213.8,956,132553.6,747.2,1353.4,1154,7436.7,2747.1,47502.9,494.5,671.7
9/29/2014,1219.5,961.3,133352.3,750.9,1361.1,1159.5,7500.1,2779,48143.2,499.1,678.3
9/30/2014,1216.5,963,133444,750.4,1359.5,1162.4,7468.7,2774.6,48118.7,498.2,677.9
10/1/2014,1216.5,965.8,133304.1,750.8,1360.7,1165.5,7468.7,2778.1,48250.5,498.4,677.7
10/2/2014,1211.8,957.6,131468.8,751.8,1351.5,1156.7,7439.5,2748.9,48043.5,495,673.4
10/3/2014,1195,955.1,131157.2,748.7,1346.7,1155.4,7336.7,2746.7,47690.7,491.8,667.4
10/6/2014,1195.8,951.4,130546,747,1337.5,1153.5,7341.3,2716.3,47660.8,490,665
10/7/2014,1210.5,958.5,131127.4,752.6,1352.9,1162.5,7431.9,2745.5,48357.6,495,672
10/8/2014,1217,959.3,131776.8,757,1362.7,1163.5,7471.2,2783,48837.3,498.7,677
10/9/2014,1226.8,965,132378.6,759,1363.8,1167.6,7520.6,2776.6,49163.5,500.3,678.3
10/10/2014,1219,965.5,131548.4,760.5,1364.2,1167.9,7473.6,2783.8,49219,499.4,677.4
10/13/2014,1229,969.2,131939.3,765.4,1378,1170.6,7528.7,2791.4,49760.7,502.9,681.1
10/14/2014,1234.8,974.7,132186.2,775.7,1386.9,1177,7562.5,2808.8,50452.5,506.8,685.5
10/15/2014,1237.5,969.9,131434.9,776.3,1401.7,1170.9,7580.8,2800.8,50339.9,506.7,685.7
10/16/2014,1237.8,968.5,131319.1,772.6,1396.1,1168.8,7578.9,2800.3,50659.3,508.2,687.6
10/17/2014,1234.3,966.7,131651.3,766.7,1387.6,1167.3,7558.6,2773.2,50180.6,506,682.4
10/20/2014,1244.5,973.8,133030.8,771.5,1402.8,1174.7,7620,2797.6,51086.7,510.7,687.6
10/21/2014,1250.3,982.2,133407.9,775,1403.3,1184.9,7653,2799.2,51182.9,511.6,690
10/22/2014,1243.8,981.9,133361.1,774.8,1394.1,1184.6,7609.9,2791.1,51390.8,510.8,686.4
10/23/2014,1232.8,974.6,133315.7,768.9,1386.4,1176,7543.8,2759.5,51451.9,507.4,679.8
10/24/2014,1232.8,973.1,133340.4,766.5,1383.8,1173.8,7541,2752.1,51704.6,507.5,679.1
10/27/2014,1228.8,966.6,132354.8,761.6,1382,1165.4,7515.9,2741.6,51968.4,506.9,677.2
10/28/2014,1229.3,964.4,132777.4,760.8,1374,1163.2,7514.8,2710.9,52225.9,506.2,674.6
10/29/2014,1223.5,958.8,132278.7,757.6,1362.5,1156.3,7477.1,2680.6,52364.3,504.2,669.9
10/30/2014,1202,952.3,130963.9,750.2,1345.3,1148.2,7351.3,2647.2,49946.1,492.4,660.3
10/31/2014,1164.3,929.2,130518.2,727.7,1312.6,1120.5,7117.6,2584.9,50038.6,483.7,641.2
11/3/2014,1167.8,935.4,133345.4,730.9,1320.9,1127.9,7144.6,2613.3,50913.9,488.2,645.1
11/4/2014,1166.5,927.9,132158.6,728.7,1330.2,1118.2,7133.4,2594.1,50878.4,487.1,642.8
11/5/2014,1142,914.4,130759,714.8,1300.3,1101,6982.9,2563.3,51014.2,482.2,631.6
11/6/2014,1145,920.7,131348.7,720,1306.9,1108.8,6998.6,2580.1,53334.1,489.4,634.1
11/7/2014,1154.5,930,132732.9,728.7,1310.4,1119.1,7068.9,2608.2,54065.2,495.3,641
11/10/2014,1162,933.8,133223.3,732.2,1315.4,1123,7111,2621.1,53053.9,494.5,644
11/11/2014,1156.5,930.7,133951.6,728.6,1311.5,1119.7,7083.8,2617.5,53731,494.8,642.4
11/12/2014,1164.5,933.3,134098,735.7,1316.3,1121.9,7134,2618.6,53096,494,644.8
11/13/2014,1161.8,931.3,134513.2,738.3,1317.5,1119.5,7115.5,2602.1,54127.4,496,642.7
11/14/2014,1169,936.7,136182.7,747.1,1323,1125.4,7166.8,2615.9,55135.9,500.5,647.4
11/17/2014,1182.5,949.3,137708,755.6,1337.9,1140.5,7241.8,2636.6,55929.3,506.5,654
11/18/2014,1192.8,951.8,139116.4,762.4,1348.2,1143.3,7301.2,2650.4,55838.7,508,658.7
11/19/2014,1196,953.7,140775.2,763.5,1356.2,1146.6,7319.3,2676.7,56002.4,510.6,662.9
11/20/2014,1190,948.9,140592.5,757.9,1345.1,1140,7288.2,2643.1,55083.6,505,658
11/21/2014,1203.8,969.8,141518.9,767.8,1351.6,1165.7,7372.9,2671,55056.2,508.3,665
11/24/2014,1197.5,962.9,141778,762.9,1350.3,1158,7354.7,2669.8,53661.8,504.6,663.4
11/25/2014,1199,960.3,141308.1,762.5,1349.2,1155.4,7357.7,2663.9,54932.8,508,663
11/26/2014,1197.5,955.8,140772.1,758.2,1345.2,1149.2,7351.3,2646.4,56545.5,511.8,660.9
11/27/2014,1194.8,957.2,140759.5,759.8,1353.1,1150.5,7334.8,2637.9,57378.2,513.4,659.3
11/28/2014,1182.8,948.7,140374.7,755.2,1348.6,1139.6,7268,2622.3,58513.6,514,654.4
12/1/2014,1194,957,141268.1,759.5,1359,1151,7345.5,2651.7,61947.1,526.3,661.2
12/2/2014,1195,963.5,142354.4,763.5,1360.9,1160.4,7349.6,2664.6,64434.7,535.1,662.1
12/3/2014,1204.8,977.8,144154.4,766.8,1368.7,1176.5,7409.2,2697.9,63719.2,537.4,668.4
12/4/2014,1209,972.1,144747.5,770,1375.3,1168.9,7440.9,2700.2,65648.7,543.7,670.2
12/5/2014,1194,971,144969.5,765.8,1364.3,1167.4,7343.3,2700.3,63222.3,535.3,664.8
12/8/2014,1193,970.6,144239.7,763.7,1366.7,1166.9,7364,2707.5,63960.9,540.1,665.4
12/9/2014,1227,987.6,145976.2,782.1,1401.5,1187.1,7589.6,2774.4,66543.3,555.3,683.5
12/10/2014,1229,989.8,145986.8,783.1,1409.6,1190.8,7591.3,2783.5,67262.9,560.5,685.5
12/11/2014,1216.3,982.2,145256.7,774.9,1402.3,1179.9,7526.9,2769.3,67749.1,559.2,681.1
12/12/2014,1217,976.6,144269.3,775.2,1404.9,1172.9,7529.5,2799.5,70050.5,565.9,683.6
12/15/2014,1209.3,973.4,143169.1,774.4,1405.5,1169.2,7486.7,2847.1,75960.5,580.2,687.6
12/16/2014,1202.5,961.3,140939,764.5,1398.8,1154.5,7443.8,2854,87121.1,608.1,688
12/17/2014,1195.8,964.7,140387,764.3,1394.2,1158.6,7410.7,2795.2,74176,570.6,681.3
12/18/2014,1199,976.4,142495.1,766.8,1391.4,1175.7,7453.3,2780.7,73488.8,568.6,680
12/19/2014,1195.5,974.8,142778.6,764.6,1386.6,1172.9,7436.3,2766.9,70618.2,560.7,678.1
12/22/2014,1195.3,975.1,143322.4,764.8,1391.2,1172.8,7436.4,2763.3,66963.9,550.4,677.6
12/23/2014,1175.8,965.6,141907.1,757.5,1365.2,1160.9,7320.2,2728.3,64790.9,539.9,667.8
12/24/2014,1175.8,964.6,141672,756.1,1364.8,1159.8,7308.8,2725.2,63800.9,537.6,668.4
12/25/2014,1175.8,964.6,141672,756.1,1364.8,1159.8,7308.8,2725.2,63800.9,537.6,668.4
12/26/2014,1175.8,966.1,141625,755.5,1365,1161.8,7304.8,2725.3,63799.7,536.6,668.9
12/29/2014,1185.5,973.3,142941.7,763.4,1377.9,1170.9,7375.9,2745.3,67781,550.4,674.6
12/30/2014,1206,991.4,143966.3,775,1399.5,1192.2,7479.6,2804.1,67134.4,553.8,685.6
12/31/2014,1206,996.7,144593.4,773.5,1396.9,1198.3,7482,2819.3,72360,568,685.9
1/1/2015,1206,996.7,144593.4,773.5,1396.9,1198.3,7482,2819.3,72360,568,685.9
1/2/2015,1172,974.2,140880.2,761.6,1372.5,1171,7271.1,2744.8,68942.9,550.5,667.9
1/5/2015,1200,1005.3,143514,787.4,1414.6,1207.8,7464,2795.9,71613.6,566.7,683.3
1/6/2015,1210.3,1015.4,143674.8,797.8,1426.8,1219.6,7519.3,2806.6,74657.3,577.7,689.1
1/7/2015,1210.5,1025.5,144600.3,803.7,1436.1,1231.7,7520.2,2819.1,75626,581.5,688.9
1/8/2015,1215.5,1030.7,145465,806,1436.7,1238.1,7553.7,2798.3,73075.9,574,686.8
1/9/2015,1217.8,1029,144747.8,803.8,1443.4,1235.7,7560.5,2789.6,74590.8,576.7,685.2
1/12/2015,1226.5,1037.8,145518.1,810.2,1463.5,1246.4,7608.7,2802.8,77202,587,688.8
1/13/2015,1231.5,1045.3,145938.9,811.5,1469.4,1255.4,7633.2,2807.8,81001.9,598.2,690.6
1/14/2015,1235,1047.7,144365.3,811.8,1476.8,1258.3,7651.7,2815.6,81544.6,599.8,692.7
1/15/2015,1259,1086.5,147133,830.1,1500.3,1144.4,7790.8,2889.5,81501.4,607.4,707.4
1/16/2015,1277.5,1111.1,150272.3,845.2,1529.4,1090.1,7928.9,2981.7,83142.2,619.2,722.5
1/19/2015,1273.8,1095.1,149729.3,840.3,1523.1,1114.7,7923.1,2974.3,82551.7,617.3,719.2
1/20/2015,1288.8,1113.6,152517.1,848.3,1558,1130.9,8008.6,3035.8,84371.9,626.8,729.8
1/21/2015,1293.5,1116.4,152329,855.8,1589.1,1114.5,8034.6,3018.3,84371.1,626.4,729.5
1/22/2015,1295.8,1135,152794.8,858.9,1597.7,1127.8,8046,3010,83269.1,623.3,730.4
1/23/2015,1294.8,1150.9,152553.9,861.7,1605.7,1135.9,8064.7,3035.9,82687.9,623,732.3
1/26/2015,1281.3,1138.3,151744.8,851.3,1593.2,1150.6,8013.2,3010.9,84809.1,625.7,725.6
1/27/2015,1288.5,1130.2,151392.3,847.5,1596.5,1163.1,8044.8,3041.3,86540.8,633.4,729.7
1/28/2015,1288,1135.7,151655.6,848.5,1602.7,1165.7,8047.4,3061.6,87165.4,634.8,731.1
1/29/2015,1268.8,1119,149795,841.6,1594.8,1165.5,7925.8,3053.7,87670.6,631.6,725.6
1/30/2015,1260.3,1116.8,148035.3,839.1,1597.9,1159.5,7877.8,3073.9,88627.1,633,724.9
2/2/2015,1272.5,1121.8,149213.3,846.3,1601.8,1176.4,7965.5,3094.3,87414.4,632.1,730.8
2/3/2015,1264.3,1104.3,148581,836.5,1579,1168.2,7911.8,3034.7,83879.8,619.5,721.7
2/4/2015,1268.5,1110.3,149067.8,833.8,1594.3,1173.8,7925.2,3100.2,85953.6,626.2,729.2
2/5/2015,1259.3,1101.7,147924.1,823.7,1564.1,1164.9,7873,3069.1,84054.9,615.3,722.7
2/6/2015,1241,1093.9,147703.8,812.9,1549.8,1148,7749.7,3063.7,83159.4,610.1,715.7
2/9/2015,1238.5,1092.6,146855.1,812.6,1543.4,1145.7,7737.2,3075.3,81331.1,606,717.8
2/10/2015,1234.5,1090.2,147245,809,1545.4,1143,7705.3,3081.1,81863.1,607.5,716.4
2/11/2015,1223.8,1082.5,147315,801.6,1548.6,1133.7,7639.5,3067.4,81757.5,607,712.1
2/12/2015,1222.5,1075,145465.3,795.6,1528.9,1135.1,7635,3023.9,80650.2,602.2,707.8
2/13/2015,1232.5,1080.9,146266.9,800.6,1534.5,1147.1,7691.4,3033.4,77850.9,595.8,711.8
2/16/2015,1229.3,1077.9,145635.4,799.3,1534,1142.6,7681,3011.7,77664,594.3,709.1
2/17/2015,1209.5,1061.1,143912.3,788.7,1503.1,1130.2,7565.5,2966.7,76452.5,584.8,698.1
2/18/2015,1206,1061.5,143688.9,780.6,1499.2,1137.9,7543.7,2959.9,73939.9,577.3,696.8
2/19/2015,1209.5,1061.9,143936.5,783.4,1513.8,1146,7565.5,2957.4,75330.7,581.7,697.8
2/20/2015,1208.3,1062.8,143491.8,786.1,1511.6,1140.8,7557.7,2967.2,74908.8,579.8,697.7
2/23/2015,1204.5,1060.8,143209,779.5,1515.2,1141.4,7534.3,2978.9,76214.7,582.2,697.5
2/24/2015,1192.5,1051.9,142163.9,771.5,1500.8,1131.6,7459.2,2944.5,74924.8,573.5,690.4
2/25/2015,1204.8,1060.8,143178.5,777.7,1498.7,1143.4,7541.5,2995.2,75019.8,576,698
2/26/2015,1208.3,1077.5,144222.8,784.2,1508.6,1152,7562.3,3016.1,73642.8,574.9,700.3
2/27/2015,1214,1082.3,145127.6,785.6,1515.9,1150.9,7611.3,3053.2,75042.5,582.4,705.9
3/2/2015,1212.5,1083,145663.7,789.2,1519,1160.4,7606,3052.7,75447.8,584.5,706.1
3/3/2015,1212.8,1084.3,145026.7,789,1510.8,1164.3,7609.2,3073.7,75330,584.3,707.8
3/4/2015,1199.5,1083.8,143538.2,785.5,1494.2,1153.9,7521.9,3076.1,74621.5,579.1,704.5
3/5/2015,1202,1089.8,144444.3,789,1500.8,1168.3,7532,3133,73099.6,575.8,710.5
3/6/2015,1175.8,1082.5,142436.2,780.6,1481,1156.4,7363.6,3103.9,70980,565.4,698.7
3/9/2015,1168.5,1077.4,141639.7,774.1,1472.1,1153.5,7320,3042.7,70548.2,562.4,692.3
3/10/2015,1162,1085.2,140863.4,770.4,1468,1161.5,7276.4,3064.6,72358,568.9,692.7
3/11/2015,1150,1087.4,139719.2,769.4,1467.7,1158.4,7201.6,2999.4,71456.1,562.3,683.6
3/12/2015,1152.3,1085.3,139739.1,773,1462.3,1156.3,7215.9,2985.5,70429.3,559.1,682.1
3/13/2015,1152,1094.9,139605.1,780.9,1474.9,1158,7210.9,3034,71043.8,563.9,688.1
3/16/2015,1150.8,1087.8,139591.7,777.5,1469,1159,7206.5,3025.3,71784.9,564.6,686.2
3/17/2015,1150.8,1085.2,139568.7,780.3,1469.3,1155.6,7192.1,3004.6,70961,562.3,683.7
3/18/2015,1147.3,1077.9,138708.3,781.2,1465.2,1141.4,7146.7,3003.7,69922.2,557,681.9
3/19/2015,1166,1097.6,141010.2,791.7,1486,1157,7224.7,3037.9,69648.1,562.1,690.7
3/20/2015,1183.1,1096,142279.6,792.9,1490,1155.3,7342.6,3047.3,70132.3,564.2,697.1
3/23/2015,1186.3,1085.7,142071.2,794.3,1484.7,1147,7373.7,3022.2,69686.3,561.8,695.1
3/24/2015,1191.5,1092.5,142890.6,801.3,1490.7,1142.1,7393.6,3056.8,68862.4,560,699.7
3/25/2015,1195.6,1088.2,142712.8,801.6,1496,1145.1,7427.7,3076,68866.5,561.7,703.4
3/26/2015,1203.2,1101.9,143210.9,810.7,1500.4,1156.2,7474.5,3117.7,69029.8,565.7,711.5
3/27/2015,1195.8,1098,142485.6,803.7,1504.2,1146.1,7433.6,3118.3,69091.9,565.4,707.8
3/30/2015,1185.5,1094.7,142254.1,800.8,1504.9,1147,7359.2,3084.1,68525.5,562.9,701.9
3/31/2015,1187,1105.2,142351,799.6,1503.3,1152.9,7358.9,3082,68997,564.3,702.1
4/1/2015,1197,1112.7,143197.1,808,1513.3,1157.9,7419,3105,68971.1,566.1,707.7
4/2/2015,1198.5,1101.3,143514.4,808.2,1507.3,1147.6,7427.1,3103.2,67907,563.7,707.7
4/3/2015,1198.5,1101.3,143514.4,808.2,1507.3,1147.6,7427.1,3103.2,67907,563.7,707.7
4/6/2015,1198.5,1086.2,142597.5,800.3,1491.4,1139.2,7427.1,3073.3,66498.8,555.8,703.2
4/7/2015,1211,1115.1,145701.5,814.2,1511.2,1165.2,7506.1,3136.4,66550.5,561.6,714.1
4/8/2015,1207.3,1118.7,144833.8,809.1,1512.6,1166.2,7488.8,3131.2,65160.7,556.6,712.3
4/9/2015,1194.8,1118.9,143776.2,810.8,1506.1,1165.6,7414.9,3120.4,62906.2,547.3,707
4/10/2015,1207.4,1136.2,145129.5,823.9,1518.9,1182.6,7495.2,3170.4,62715.8,551.9,716.4
4/13/2015,1198.9,1134,144305.6,818.8,1510.7,1173.4,7453.2,3184.1,63271.9,554,715.5
4/14/2015,1194.8,1117.2,142348.5,807.8,1489,1157.7,7421.6,3185,61301.4,544.6,713.6
4/15/2015,1192.9,1124.4,142318.9,807.9,1480.5,1160.6,7402.2,3248.7,60292.3,544,718.2
4/16/2015,1204.4,1125.6,143721.1,808.3,1473.4,1157.5,7463,3258,60185.2,544.2,722.3
4/17/2015,1203.4,1116.9,143276.8,804.5,1470.2,1147.4,7458.1,3242,63199.6,552.4,720.6
